Year,Deaths
2021,168003
1950,1185
1951,1162
1952,1127
1953,1102
1954,1079
1955,1066
1956,1049
1957,1041
1958,1037
1959,1034
1960,1031
1961,1032
1962,1032
1963,1027
1964,1025
1965,1019
1966,1014
1967,1007
1968,1003
1969,997
1970,992
1971,1010
1972,1022
1973,1029
1974,1038
1975,1064
1976,1062
1977,1059
1978,1039
1979,1013
1980,997
1981,985
1982,967
1983,958
1984,933
1985,936
1986,962
1987,990
1988,1019
1989,1053
1990,1076
1991,1123
1992,1145
1993,1129
1994,1172
1995,1165
1996,1198
1997,1204
1998,1086
1999,1085
2000,1047
2001,1043
2002,1055
2003,1057
2004,1079
2005,1101
2006,1116
2007,1140
2008,1167
2009,1195
2010,1217
2011,1227
2012,1238
2013,1249
2014,1354
2015,1477
2016,1467
2017,1456
2018,1446
2019,1439
2020,1437
2021,1749
1950,18043
1951,18792
1952,18849
1953,18318
1954,18875
1955,19203
1956,19694
1957,20871
1958,20263
1959,21134
1960,20901
1961,21792
1962,22067
1963,22405
1964,22845
1965,22949
1966,23733
1967,23025
1968,24529
1969,24135
1970,24840
1971,24368
1972,24774
1973,25249
1974,25219
1975,25119
1976,25452
1977,25973
1978,24718
1979,25398
1980,26586
1981,25189
1982,25543
1983,25974
1984,25430
1985,27480
1986,27019
1987,27464
1988,27482
1989,27042
1990,26423
1991,26292
1992,27147
1993,27089
1994,26931
1995,27790
1996,28369
1997,27653
1998,26376
1999,28178
2000,26649
2001,27883
2002,28082
2003,28063
2004,28413
2005,27120
2006,28253
2007,28490
2008,29147
2009,28974
2010,28465
2011,30154
2012,30141
2013,29480
2014,29588
2015,30037
2016,30614
2017,30918
2018,31234
2019,31550
2020,32068
2021,33869
1950,31824
1951,33167
1952,32863
1953,32954
1954,33008
1955,33073
1956,33153
1957,33235
1958,33324
1959,33414
1960,33865
1961,33530
1962,33500
1963,33366
1964,33073
1965,32629
1966,32099
1967,31682
1968,31283
1969,31124
1970,31250
1971,31678
1972,42459
1973,32689
1974,33370
1975,33971
1976,34450
1977,35269
1978,40030
1979,45029
1980,34887
1981,35063
1982,35053
1983,38154
1984,39672
1985,39542
1986,37902
1987,38500
1988,34648
1989,31551
1990,30902
1991,29924
1992,29761
1993,29449
1994,28973
1995,28648
1996,28330
1997,28023
1998,31406
1999,28083
2000,28532
2001,29280
2002,30096
2003,30778
2004,31089
2005,30718
2006,29711
2007,28708
2008,27424
2009,26603
2010,26364
2011,26475
2012,27021
2013,27816
2014,28600
2015,29251
2016,29656
2017,29983
2018,30313
2019,30875
2020,38555
2021,33308
1950,68386
1951,71734
1952,75278
1953,78338
1954,80958
1955,83534
1956,85951
1957,88466
1958,91070
1959,93819
1960,96484
1961,98927
1962,101630
1963,104345
1964,107437
1965,110486
1966,113436
1967,116574
1968,120973
1969,125553
1970,130478
1971,137707
1972,139937
1973,143639
1974,146398
1975,147863
1976,150136
1977,151262
1978,152139
1979,153792
1980,157217
1981,160833
1982,166108
1983,171794
1984,179398
1985,185651
1986,190879
1987,194733
1988,197831
1989,200212
1990,201502
1991,204417
1992,204810
1993,204280
1994,203266
1995,201428
1996,200720
1997,200344
1998,200812
1999,201961
2000,202722
2001,203598
2002,202817
2003,200641
2004,196390
2005,193016
2006,189364
2007,186012
2008,182683
2009,179837
2010,176396
2011,175441
2012,174457
2013,174424
2014,174704
2015,177125
2016,178126
2017,179216
2018,182088
2019,183574
2020,201622
2021,205694
1950,1009623
1951,1028429
1952,1043623
1953,1056309
1954,1074414
1955,1088067
1956,1108905
1957,1124325
1958,1144891
1959,1159436
1960,1178708
1961,1192088
1962,1213503
1963,1223862
1964,1241848
1965,1258330
1966,1281281
1967,1365266
1968,1349341
1969,1367484
1970,1353093
1971,1348194
1972,1342554
1973,1340501
1974,1339600
1975,1336292
1976,1324372
1977,1323237
1978,1340233
1979,1367415
1980,1396900
1981,1426312
1982,1461820
1983,1493543
1984,1523712
1985,1570962
1986,1624115
1987,1655601
1988,1688589
1989,1722714
1990,1773185
1991,1838523
1992,1883584
1993,1921923
1994,1989331
1995,2040259
1996,2080955
1997,2108303
1998,2133801
1999,2138467
2000,2145653
2001,2164639
2002,2192454
2003,2202301
2004,2225369
2005,2232152
2006,2246688
2007,2272921
2008,2311146
2009,2321446
2010,2354679
2011,2372167
2012,2413863
2013,2447039
2014,2492632
2015,2541011
2016,2573761
2017,2599811
2018,2627362
2019,2641681
2020,2708008
2021,2792704
1950,64
1951,65
1952,65
1953,65
1954,65
1955,63
1956,63
1957,62
1958,61
1959,60
1960,59
1961,57
1962,56
1963,56
1964,56
1965,55
1966,55
1967,54
1968,52
1969,50
1970,47
1971,45
1972,43
1973,41
1974,39
1975,37
1976,36
1977,34
1978,33
1979,32
1980,31
1981,30
1982,29
1983,28
1984,27
1985,26
1986,26
1987,26
1988,26
1989,26
1990,27
1991,27
1992,27
1993,28
1994,28
1995,28
1996,27
1997,27
1998,26
1999,27
2000,25
2001,24
2002,24
2003,24
2004,25
2005,24
2006,24
2007,24
2008,23
2009,23
2010,23
2011,22
2012,22
2013,22
2014,22
2015,23
2016,23
2017,24
2018,24
2019,25
2020,27
2021,27
1950,842523
1951,589398
1952,266650
1953,201614
1954,140320
1955,138391
1956,135570
1957,138436
1958,140852
1959,138823
1960,138839
1961,138773
1962,139837
1963,141762
1964,141898
1965,141109
1966,140320
1967,140320
1968,137903
1969,135396
1970,133692
1971,131642
1972,130368
1973,126519
1974,123419
1975,121147
1976,118102
1977,116398
1978,115028
1979,114328
1980,113611
1981,112975
1982,112225
1983,111600
1984,111111
1985,110871
1986,110809
1987,111869
1988,112507
1989,113932
1990,116050
1991,118699
1992,119087
1993,114601
1994,130218
1995,220623
1996,225873
1997,231213
1998,237790
1999,245200
2000,251475
2001,257916
2002,263251
2003,187850
2004,196115
2005,204865
2006,214322
2007,222803
2008,228505
2009,219994
2010,214964
2011,213373
2012,210789
2013,207665
2014,205636
2015,204324
2016,211444
2017,216964
2018,223609
2019,228682
2020,234829
2021,241887
1950,22418
1951,26595
1952,23416
1953,24423
1954,22467
1955,23890
1956,21895
1957,21573
1958,18771
1959,19192
1960,19025
1961,17728
1962,18025
1963,18570
1964,16816
1965,16126
1966,14764
1967,14814
1968,14453
1969,14560
1970,14246
1971,13826
1972,13393
1973,13434
1974,13273
1975,13357
1976,13127
1977,12879
1978,12560
1979,12772
1980,13544
1981,13506
1982,13863
1983,14769
1984,14611
1985,14930
1986,14895
1987,15232
1988,15117
1989,15212
1990,15607
1991,15401
1992,16519
1993,16062
1994,16837
1995,17020
1996,16905
1997,17281
1998,17318
1999,17218
2000,17666
2001,17361
2002,18146
2003,18101
2004,17889
2005,18403
2006,18505
2007,19273
2008,18657
2009,18713
2010,18814
2011,19279
2012,19727
2013,18765
2014,19220
2015,19853
2016,19936
2017,19830
2018,19025
2019,19763
2020,25720
2021,29194
1950,1551914
1951,1584821
1952,1600065
1953,1617795
1954,1578409
1955,1626378
1956,1664674
1957,1734402
1958,1743261
1959,1761238
1960,1811029
1961,1803051
1962,1859954
1963,1919639
1964,1903538
1965,1934819
1966,1971776
1967,1962477
1968,2042421
1969,2037933
1970,2039147
1971,2042695
1972,2082468
1973,2095236
1974,2062564
1975,2021315
1976,2038122
1977,2028796
1978,2057578
1979,2048416
1980,2125573
1981,2118094
1982,2118371
1983,2163107
1984,2186179
1985,2240801
1986,2263021
1987,2282056
1988,2334058
1989,2318068
1990,2317754
1991,2343136
1992,2350968
1993,2452749
1994,2467228
1995,2504956
1996,2510626
1997,2515385
1998,2541299
1999,2599266
2000,2608888
2001,2623558
2002,2657397
2003,2665221
2004,2618741
2005,2673100
2006,2651559
2007,2656053
2008,2709416
2009,2676852
2010,2710578
2011,2762957
2012,2793608
2013,2852080
2014,2885075
2015,2964800
2016,2987878
2017,3049504
2018,3064891
2019,3063270
2020,3544380
2021,3579160
1950,69
1951,67
1952,67
1953,66
1954,66
1955,66
1956,66
1957,66
1958,65
1959,65
1960,65
1961,66
1962,66
1963,67
1964,68
1965,69
1966,70
1967,70
1968,71
1969,66
1970,61
1971,64
1972,70
1973,77
1974,81
1975,81
1976,80
1977,80
1978,81
1979,81
1980,82
1981,87
1982,93
1983,99
1984,105
1985,112
1986,119
1987,127
1988,134
1989,143
1990,153
1991,156
1992,157
1993,157
1994,157
1995,156
1996,158
1997,168
1998,176
1999,181
2000,184
2001,178
2002,171
2003,167
2004,169
2005,162
2006,161
2007,160
2008,160
2009,161
2010,163
2011,169
2012,181
2013,192
2014,204
2015,216
2016,228
2017,240
2018,254
2019,265
2020,278
2021,295
1950,29558
1951,27617
1952,28373
1953,28380
1954,29103
1955,29122
1956,29814
1957,30532
1958,31435
1959,31668
1960,32487
1961,33268
1962,34253
1963,36822
1964,35147
1965,35290
1966,35943
1967,36126
1968,37605
1969,38918
1970,38681
1971,38946
1972,39338
1973,39901
1974,39421
1975,40028
1976,40164
1977,39780
1978,40681
1979,41581
1980,41326
1981,41877
1982,41447
1983,42227
1984,42569
1985,44331
1986,43594
1987,44932
1988,45278
1989,45143
1990,46049
1991,44985
1992,44718
1993,46584
1994,44116
1995,45197
1996,43807
1997,44582
1998,44131
1999,45106
2000,44011
2001,43930
2002,44459
2003,42458
2004,41225
2005,41211
2006,41219
2007,41823
2008,41619
2009,41338
2010,41415
2011,41378
2012,41914
2013,41130
2014,40387
2015,40759
2016,40656
2017,40727
2018,40808
2019,40586
2020,40578
2021,41871
1950,148409
1951,156578
1952,151564
1953,149160
1954,150750
1955,150816
1956,155091
1957,154629
1958,152499
1959,158553
1960,157420
1961,158676
1962,163172
1963,164523
1964,170620
1965,169708
1966,174380
1967,171756
1968,178895
1969,175711
1970,182094
1971,178251
1972,179228
1973,179346
1974,183535
1975,176528
1976,180369
1977,176334
1978,175041
1979,173727
1980,176497
1981,176477
1982,181683
1983,178559
1984,181345
1985,188194
1986,185216
1987,189809
1988,191188
1989,197596
1990,191051
1991,191345
1992,196963
1993,195794
1994,202723
1995,202660
1996,207507
1997,208355
1998,209053
1999,211093
2000,211796
2001,214737
2002,221876
2003,222042
2004,224765
2005,224460
2006,230140
2007,237200
2008,241038
2009,241323
2010,243110
2011,249038
2012,252882
2013,252900
2014,259935
2015,264406
2016,267501
2017,270970
2018,271264
2019,280924
2020,278401
2021,289468
1950,16367
1951,16475
1952,16524
1953,16539
1954,16618
1955,16672
1956,16748
1957,16805
1958,16807
1959,16829
1960,16409
1961,16003
1962,15603
1963,15272
1964,14923
1965,14592
1966,14267
1967,13927
1968,13578
1969,13265
1970,13034
1971,12708
1972,12617
1973,12316
1974,12046
1975,11933
1976,11561
1977,11542
1978,11292
1979,11050
1980,10827
1981,10610
1982,10293
1983,9955
1984,9658
1985,9334
1986,9075
1987,8734
1988,8487
1989,8308
1990,8118
1991,8060
1992,7980
1993,7894
1994,7987
1995,7735
1996,7748
1997,7743
1998,7520
1999,7511
2000,7430
2001,7303
2002,7340
2003,7226
2004,7152
2005,7328
2006,7494
2007,7751
2008,7881
2009,8075
2010,7110
2011,7556
2012,7912
2013,8518
2014,8914
2015,9102
2016,9355
2017,9788
2018,10054
2019,10267
2020,13991
2021,17206
1950,1173219
1951,1121858
1952,1089817
1953,1063098
1954,1044277
1955,1022153
1956,1008574
1957,993703
1958,981704
1959,970149
1960,961020
1961,951411
1962,939942
1963,922383
1964,907551
1965,897333
1966,869523
1967,854112
1968,840624
1969,831202
1970,818806
1971,985142
1972,838978
1973,852459
1974,874080
1975,882423
1976,900018
1977,922294
1978,934553
1979,950235
1980,970044
1981,1001060
1982,1035663
1983,1057064
1984,1075240
1985,1100992
1986,1131849
1987,1185062
1988,1208574
1989,1229672
1990,1238482
1991,1256930
1992,1290628
1993,1309418
1994,1321834
1995,1355586
1996,1351457
1997,1363688
1998,1360060
1999,1350165
2000,1349760
2001,1365265
2002,1383913
2003,1389323
2004,1397637
2005,1467794
2006,1397071
2007,1421100
2008,1440035
2009,1466094
2010,1479575
2011,1497860
2012,1518663
2013,1512911
2014,1522217
2015,1504820
2016,1510500
2017,1496276
2018,1508129
2019,1514600
2020,1606293
2021,1660400
1950,151
1951,148
1952,145
1953,141
1954,139
1955,139
1956,140
1957,140
1958,141
1959,141
1960,141
1961,141
1962,141
1963,141
1964,141
1965,143
1966,143
1967,143
1968,142
1969,142
1970,141
1971,139
1972,140
1973,140
1974,139
1975,135
1976,131
1977,128
1978,126
1979,124
1980,123
1981,123
1982,125
1983,127
1984,130
1985,134
1986,138
1987,144
1988,151
1989,158
1990,165
1991,167
1992,168
1993,169
1994,170
1995,171
1996,172
1997,174
1998,174
1999,175
2000,175
2001,173
2002,172
2003,174
2004,178
2005,186
2006,189
2007,191
2008,194
2009,196
2010,199
2011,203
2012,206
2013,210
2014,220
2015,226
2016,230
2017,232
2018,233
2019,233
2020,231
2021,228
1950,20020
1951,20081
1952,20057
1953,20019
1954,19972
1955,19909
1956,19829
1957,19727
1958,19607
1959,19469
1960,19304
1961,19084
1962,18844
1963,18551
1964,18220
1965,17725
1966,17156
1967,17731
1968,15595
1969,14815
1970,14193
1971,13764
1972,13516
1973,31222
1974,13077
1975,12936
1976,12736
1977,12507
1978,12266
1979,11970
1980,11689
1981,11449
1982,11235
1983,11006
1984,10908
1985,10906
1986,10697
1987,10524
1988,10851
1989,10881
1990,10781
1991,10889
1992,11048
1993,11202
1994,11113
1995,11262
1996,11297
1997,11371
1998,11568
1999,11716
2000,12519
2001,13421
2002,12739
2003,12974
2004,13230
2005,12683
2006,13264
2007,13424
2008,13628
2009,13911
2010,13961
2011,14188
2012,14427
2013,14218
2014,16831
2015,14860
2016,15208
2017,15363
2018,15980
2019,15875
2020,17535
2021,19610
1950,10926
1951,10747
1952,10830
1953,11081
1954,11365
1955,11558
1956,11611
1957,11567
1958,11460
1959,11335
1960,11218
1961,11131
1962,11083
1963,11078
1964,11110
1965,11185
1966,11329
1967,11437
1968,11548
1969,11602
1970,11615
1971,11440
1972,11281
1973,11124
1974,10995
1975,10947
1976,10975
1977,11063
1978,11207
1979,11323
1980,11436
1981,11522
1982,11597
1983,11691
1984,11801
1985,11956
1986,12177
1987,12429
1988,12731
1989,13876
1990,13169
1991,13377
1992,13483
1993,13526
1994,13620
1995,13734
1996,13858
1997,13990
1998,14121
1999,14229
2000,14307
2001,14364
2002,14432
2003,14528
2004,14721
2005,14955
2006,15307
2007,15729
2008,16248
2009,16721
2010,17219
2011,17654
2012,18078
2013,18462
2014,18867
2015,19268
2016,19720
2017,20234
2018,20849
2019,21641
2020,24662
2021,26382
1950,33333
1951,37769
1952,33493
1953,33581
1954,33564
1955,33634
1956,33677
1957,33581
1958,33539
1959,33558
1960,33558
1961,33539
1962,33797
1963,33184
1964,33000
1965,32742
1966,32376
1967,32073
1968,31639
1969,31360
1970,30887
1971,30722
1972,30287
1973,29762
1974,29283
1975,28886
1976,28572
1977,28364
1978,28114
1979,27976
1980,27910
1981,27963
1982,28236
1983,28578
1984,28939
1985,29229
1986,29780
1987,30080
1988,30586
1989,30874
1990,31374
1991,32009
1992,32614
1993,33400
1994,34246
1995,35019
1996,36323
1997,37228
1998,40523
1999,39592
2000,41006
2001,42436
2002,44276
2003,45677
2004,47409
2005,48983
2006,50356
2007,51740
2008,51846
2009,52921
2010,53926
2011,54127
2012,55182
2013,56162
2014,56897
2015,57075
2016,58382
2017,59237
2018,60860
2019,61653
2020,62383
2021,66458
1950,17300
1951,17745
1952,18151
1953,18528
1954,18775
1955,18976
1956,19174
1957,19297
1958,19385
1959,19459
1960,19509
1961,19587
1962,19703
1963,19856
1964,20276
1965,20642
1966,21013
1967,21332
1968,21614
1969,21859
1970,22090
1971,22378
1972,22601
1973,22795
1974,23398
1975,23802
1976,24188
1977,24664
1978,25210
1979,25594
1980,25956
1981,26289
1982,26398
1983,26387
1984,26227
1985,26099
1986,25996
1987,25902
1988,25912
1989,26156
1990,25924
1991,26090
1992,26267
1993,26428
1994,26688
1995,26964
1996,27238
1997,27653
1998,28018
1999,28387
2000,28841
2001,29221
2002,29625
2003,29742
2004,30110
2005,30788
2006,31028
2007,31125
2008,31335
2009,31617
2010,31898
2011,32233
2012,32412
2013,32700
2014,33437
2015,33698
2016,33876
2017,34651
2018,35931
2019,36847
2020,39177
2021,51237
1950,155279
1951,159027
1952,162268
1953,165212
1954,167705
1955,169824
1956,171560
1957,172906
1958,173973
1959,174613
1960,175308
1961,175885
1962,178671
1963,178571
1964,180648
1965,182669
1966,184019
1967,185040
1968,185747
1969,186320
1970,254397
1971,184876
1972,184985
1973,187805
1974,188805
1975,189496
1976,190390
1977,191093
1978,191620
1979,192225
1980,193033
1981,191574
1982,191128
1983,191067
1984,189816
1985,184335
1986,179560
1987,174360
1988,169227
1989,164636
1990,160277
1991,159841
1992,155809
1993,153751
1994,151770
1995,154011
1996,154949
1997,155930
1998,156457
1999,155170
2000,154375
2001,154868
2002,156445
2003,159276
2004,163439
2005,169011
2006,176043
2007,184258
2008,191045
2009,198041
2010,202144
2011,202823
2012,202404
2013,200988
2014,200838
2015,197692
2016,196432
2017,194790
2018,195538
2019,196738
2020,243717
2021,269050
1950,265400
1951,277910
1952,280660
1953,282427
1954,284877
1955,286665
1956,288322
1957,290357
1958,293023
1959,295710
1960,299155
1961,297687
1962,296643
1963,294919
1964,298142
1965,298746
1966,300628
1967,303846
1968,308568
1969,314970
1970,326689
1971,328794
1972,337768
1973,347752
1974,355161
1975,363543
1976,373506
1977,373198
1978,384057
1979,392599
1980,401471
1981,410631
1982,415932
1983,421586
1984,428524
1985,428101
1986,431428
1987,427555
1988,423982
1989,418951
1990,418039
1991,418496
1992,407560
1993,405375
1994,405162
1995,409301
1996,410000
1997,415356
1998,423670
1999,433612
2000,447028
2001,453625
2002,457534
2003,463177
2004,470633
2005,476162
2006,488435
2007,495826
2008,507902
2009,521392
2010,533882
2011,546246
2012,557390
2013,574425
2014,578645
2015,590944
2016,597012
2017,604642
2018,611429
2019,619189
2020,624582
2021,832888
1950,300850
1951,298592
1952,298859
1953,280299
1954,293189
1955,274090
1956,260436
1957,278193
1958,240071
1959,251584
1960,223778
1961,226864
1962,238371
1963,229230
1964,234892
1965,231547
1966,231977
1967,246812
1968,243617
1969,262357
1970,269146
1971,285800
1972,267245
1973,279368
1974,279456
1975,299343
1976,306574
1977,314943
1978,327954
1979,325338
1980,353088
1981,330953
1982,337550
1983,351851
1984,366962
1985,383376
1986,378182
1987,380101
1988,372814
1989,382781
1990,390221
1991,405700
1992,394487
1993,391790
1994,386054
1995,385982
1996,385597
1997,380246
1998,375351
1999,381260
2000,368313
2001,363134
2002,359515
2003,365672
2004,363844
2005,368483
2006,370252
2007,377524
2008,379836
2009,385395
2010,378642
2011,375993
2012,385382
2013,388176
2014,377375
2015,395527
2016,388657
2017,403958
2018,415046
2019,410825
2020,471412
2021,502541
1950,104207
1951,105601
1952,100923
1953,97287
1954,95191
1955,99740
1956,106847
1957,102129
1958,92054
1959,97855
1960,96233
1961,99717
1962,96945
1963,97847
1964,96988
1965,95163
1966,100017
1967,95978
1968,94852
1969,101446
1970,94520
1971,98180
1972,89897
1973,94781
1974,96407
1975,97650
1976,101535
1977,95511
1978,95661
1979,92201
1980,94470
1981,95569
1982,92156
1983,95915
1984,96775
1985,96838
1986,95281
1987,94904
1988,97575
1989,95578
1990,102607
1991,103702
1992,100475
1993,105663
1994,99099
1995,103213
1996,106695
1997,104571
1998,106034
1999,107802
2000,105056
2001,104894
2002,106177
2003,108562
2004,101866
2005,107398
2006,101722
2007,103478
2008,104180
2009,104473
2010,105946
2011,102883
2012,107622
2013,106382
2014,104791
2015,108687
2016,110566
2017,109892
2018,113469
2019,112138
2020,123874
2021,123550
1950,22289
1951,21434
1952,20508
1953,19378
1954,18209
1955,17284
1956,16871
1957,16545
1958,16337
1959,16164
1960,16197
1961,16259
1962,16729
1963,17225
1964,17379
1965,17660
1966,17894
1967,18104
1968,18558
1969,18877
1970,19540
1971,19901
1972,20045
1973,20029
1974,20375
1975,20390
1976,20458
1977,20503
1978,20717
1979,20914
1980,21226
1981,21578
1982,21902
1983,22507
1984,23025
1985,24149
1986,24016
1987,24433
1988,25084
1989,25827
1990,26492
1991,27132
1992,27772
1993,28317
1994,28961
1995,29118
1996,29395
1997,29443
1998,29580
1999,29593
2000,29425
2001,29102
2002,29249
2003,29658
2004,29777
2005,30287
2006,30588
2007,30762
2008,30911
2009,31472
2010,31746
2011,31700
2012,32040
2013,31902
2014,32139
2015,30876
2016,30146
2017,31567
2018,32684
2019,35429
2020,36682
2021,32914
1950,372
