Year,Births
2018,169248
2019,169827
2020,173058
2021,180273
1950,2231
1951,2274
1952,2317
1953,2367
1954,2415
1955,2483
1956,2556
1957,2635
1958,2737
1959,2838
1960,2941
1961,3049
1962,3118
1963,3174
1964,3249
1965,3322
1966,3405
1967,3476
1968,3557
1969,3683
1970,3956
1971,4093
1972,4246
1973,4296
1974,4317
1975,4315
1976,4268
1977,4195
1978,4100
1979,4043
1980,4021
1981,4014
1982,3985
1983,3947
1984,3882
1985,3889
1986,4064
1987,4208
1988,4236
1989,4249
1990,4473
1991,4647
1992,4641
1993,4585
1994,4540
1995,4513
1996,4567
1997,4621
1998,4538
1999,4515
2000,4547
2001,4481
2002,4417
2003,4317
2004,4280
2005,4262
2006,4284
2007,4283
2008,4281
2009,4288
2010,4315
2011,4412
2012,4501
2013,4525
2014,4518
2015,4497
2016,4454
2017,4409
2018,4335
2019,4257
2020,4193
2021,4158
1950,49077
1951,49855
1952,51095
1953,51419
1954,53617
1955,55193
1956,56706
1957,57843
1958,59718
1959,61520
1960,63129
1961,64994
1962,64654
1963,64232
1964,62125
1965,59948
1966,59937
1967,61032
1968,62496
1969,62630
1970,62259
1971,64382
1972,63085
1973,60370
1974,58847
1975,56317
1976,55360
1977,54438
1978,51517
1979,52497
1980,50814
1981,50757
1982,50007
1983,50345
1984,51501
1985,52081
1986,53008
1987,55149
1988,57517
1989,58373
1990,59943
1991,59122
1992,59128
1993,58595
1994,57117
1995,57204
1996,56980
1997,57095
1998,55319
1999,56895
2000,56547
2001,55549
2002,53590
2003,55396
2004,57363
2005,57289
2006,58800
2007,63475
2008,64003
2009,62334
2010,63355
2011,61271
2012,60979
2013,58360
2014,56737
2015,59977
2016,58476
2017,60564
2018,56905
2019,63079
2020,63130
2021,63557
1950,73216
1951,74680
1952,75960
1953,77488
1954,79183
1955,81008
1956,82830
1957,84633
1958,86501
1959,88365
1960,90206
1961,92071
1962,93901
1963,95980
1964,97954
1965,100328
1966,102875
1967,106017
1968,109195
1969,112453
1970,116204
1971,119893
1972,123192
1973,126259
1974,129313
1975,132513
1976,135397
1977,138013
1978,140368
1979,142636
1980,144548
1981,146582
1982,148776
1983,149850
1984,150872
1985,151758
1986,152307
1987,152905
1988,153783
1989,153857
1990,153992
1991,154092
1992,153568
1993,152943
1994,151483
1995,150128
1996,148870
1997,146684
1998,145038
1999,143461
2000,142026
2001,140800
2002,139813
2003,139008
2004,138324
2005,137901
2006,138352
2007,138991
2008,139750
2009,140646
2010,141517
2011,142265
2012,142943
2013,143424
2014,143745
2015,143872
2016,143755
2017,143399
2018,142870
2019,142181
2020,141324
2021,140589
1950,152608
1951,157552
1952,162813
1953,167564
1954,172462
1955,177426
1956,182197
1957,187245
1958,192550
1959,197922
1960,203429
1961,208726
1962,214180
1963,219727
1964,225278
1965,230282
1966,236200
1967,241977
1968,247489
1969,253646
1970,260301
1971,267118
1972,273850
1973,281337
1974,289222
1975,297307
1976,305580
1977,314710
1978,326961
1979,339557
1980,352585
1981,364796
1982,375049
1983,385364
1984,398764
1985,409198
1986,417700
1987,429431
1988,437942
1989,448282
1990,461877
1991,473455
1992,485565
1993,498937
1994,512335
1995,530677
1996,547748
1997,563612
1998,579983
1999,595241
2000,612412
2001,628644
2002,646177
2003,664234
2004,682918
2005,701952
2006,720105
2007,740834
2008,762405
2009,784472
2010,808092
2011,829876
2012,850851
2013,879453
2014,905960
2015,937161
2016,973456
2017,1008227
2018,1041983
2019,1075960
2020,1109922
2021,1144371
1950,1696576
1951,1730928
1952,1760064
1953,1796898
1954,1831209
1955,1868836
1956,1908554
1957,1948160
1958,1988098
1959,2025557
1960,2071559
1961,2120323
1962,2173566
1963,2219799
1964,2269846
1965,2319607
1966,2373357
1967,2424383
1968,2478031
1969,2533458
1970,2594511
1971,2671104
1972,2740755
1973,2819292
1974,2922261
1975,3020729
1976,3105802
1977,3202769
1978,3307814
1979,3384867
1980,3459590
1981,3536880
1982,3613191
1983,3703502
1984,3725987
1985,3777044
1986,3823664
1987,3883568
1988,3962874
1989,4079684
1990,4167694
1991,4266337
1992,4372800
1993,4495408
1994,4618591
1995,4732369
1996,4827741
1997,4909645
1998,5001845
1999,5177035
2000,5344502
2001,5495767
2002,5645138
2003,5779349
2004,5901685
2005,6053810
2006,6191393
2007,6337230
2008,6506155
2009,6644734
2010,6775913
2011,6916425
2012,7014004
2013,7094942
2014,7189276
2015,7273185
2016,7384114
2017,7486698
2018,7590288
2019,7697868
2020,7806449
2021,7923294
1950,199
1951,205
1952,214
1953,219
1954,223
1955,227
1956,229
1957,230
1958,229
1959,229
1960,227
1961,225
1962,223
1963,225
1964,227
1965,228
1966,228
1967,227
1968,220
1969,212
1970,202
1971,191
1972,180
1973,169
1974,157
1975,146
1976,134
1977,124
1978,121
1979,117
1980,113
1981,108
1982,102
1983,97
1984,91
1985,83
1986,73
1987,65
1988,64
1989,63
1990,62
1991,60
1992,58
1993,55
1994,53
1995,50
1996,47
1997,45
1998,42
1999,40
2000,38
2001,36
2002,35
2003,35
2004,36
2005,36
2006,36
2007,35
2008,35
2009,34
2010,33
2011,31
2012,30
2013,29
2014,28
2015,27
2016,26
2017,25
2018,25
2019,25
2020,27
2021,27
1950,451278
1951,244171
1952,245246
1953,288770
1954,330668
1955,355359
1956,351604
1957,437656
1958,452771
1959,395936
1960,410308
1961,389001
1962,417592
1963,453470
1964,454755
1965,465098
1966,492542
1967,542826
1968,525183
1969,526457
1970,525437
1971,509404
1972,526082
1973,450310
1974,417385
1975,399688
1976,367403
1977,355528
1978,357299
1979,366218
1980,370686
1981,379001
1982,379964
1983,382411
1984,387882
1985,394771
1986,402015
1987,402381
1988,409136
1989,412299
1990,426789
1991,439979
1992,446725
1993,453014
1994,456744
1995,458340
1996,452385
1997,437999
1998,430967
1999,420882
2000,407494
2001,398850
2002,379746
2003,363435
2004,360454
2005,350248
2006,344305
2007,340281
2008,342178
2009,337334
2010,313576
2011,315488
2012,322522
2013,329886
2014,338014
2015,341947
2016,343423
2017,344850
2018,345826
2019,347400
2020,344896
2021,343885
1950,49795
1951,50593
1952,51796
1953,52209
1954,52223
1955,51166
1956,50064
1957,49061
1958,48049
1959,47135
1960,46036
1961,44647
1962,43562
1963,41530
1964,40866
1965,40341
1966,39557
1967,38770
1968,38166
1969,37790
1970,37316
1971,37213
1972,37049
1973,37233
1974,37672
1975,38337
1976,38794
1977,39138
1978,39662
1979,40423
1980,41235
1981,42192
1982,43053
1983,42506
1984,41497
1985,40428
1986,39328
1987,38371
1988,36903
1989,35568
1990,34454
1991,33652
1992,31138
1993,30176
1994,31541
1995,29929
1996,28523
1997,26552
1998,26328
1999,24848
2000,27033
2001,26054
2002,27684
2003,27118
2004,23865
2005,22880
2006,22944
2007,23072
2008,23348
2009,24081
2010,24587
2011,23317
2012,23893
2013,23569
2014,23902
2015,23478
2016,23318
2017,22198
2018,21705
2019,20447
2020,20295
2021,20114
1950,3749583
1951,3951966
1952,4027487
1953,4097665
1954,4215598
1955,4253127
1956,4360472
1957,4458379
1958,4413547
1959,4468224
1960,4466678
1961,4483977
1962,4399920
1963,4339926
1964,4263644
1965,3994635
1966,3829438
1967,3741357
1968,3729208
1969,3829669
1970,4001621
1971,3806356
1972,3517053
1973,3400874
1974,3419999
1975,3411079
1976,3436499
1977,3589470
1978,3625328
1979,3786740
1980,3917924
1981,3931611
1982,3999313
1983,3980883
1984,4022129
1985,4101356
1986,4104349
1987,4167175
1988,4290599
1989,4445354
1990,4568125
1991,4501723
1992,4452297
1993,4382026
1994,4332768
1995,4276219
1996,4259661
1997,4239457
1998,4289416
1999,4318573
2000,4399832
2001,4376051
2002,4371172
2003,4434976
2004,4460568
2005,4503157
2006,4625797
2007,4690025
2008,4639054
2009,4528060
2010,4411162
2011,4361806
2012,4362173
2013,4343988
2014,4383676
2015,4368567
2016,4328230
2017,4245025
2018,4171914
2019,4121609
2020,4042381
2021,4097901
1950,324
1951,294
1952,295
1953,296
1954,297
1955,298
1956,298
1957,297
1958,296
1959,299
1960,307
1961,315
1962,321
1963,328
1964,335
1965,344
1966,353
1967,374
1968,492
1969,460
1970,414
1971,442
1972,498
1973,554
1974,595
1975,598
1976,599
1977,593
1978,577
1979,555
1980,532
1981,577
1982,642
1983,702
1984,765
1985,824
1986,855
1987,943
1988,989
1989,1011
1990,1220
1991,1393
1992,1523
1993,1529
1994,1513
1995,1401
1996,1411
1997,1471
1998,1537
1999,1596
2000,1808
2001,1728
2002,1657
2003,1596
2004,1593
2005,1599
2006,1574
2007,1501
2008,1357
2009,1215
2010,1085
2011,945
2012,915
2013,841
2014,773
2015,722
2016,682
2017,655
2018,633
2019,622
2020,612
2021,608
1950,62529
1951,60691
1952,62317
1953,62702
1954,62296
1955,63009
1956,63705
1957,62394
1958,62873
1959,62414
1960,61307
1961,62410
1962,61766
1963,63269
1964,65613
1965,66380
1966,67219
1967,66776
1968,67368
1969,67681
1970,65012
1971,65550
1972,64232
1973,61275
1974,59714
1975,56311
1976,53474
1977,51131
1978,51697
1979,51553
1980,51027
1981,50718
1982,51133
1983,50023
1984,50252
1985,51097
1986,52445
1987,54020
1988,57454
1989,59311
1990,60847
1991,60716
1992,60032
1993,59627
1994,60049
1995,60270
1996,60800
1997,59704
1998,58587
1999,59105
2000,59197
2001,56706
2002,55360
2003,56297
2004,56737
2005,56626
2006,58118
2007,58081
2008,59833
2009,61092
2010,60599
2011,59658
2012,59547
2013,58450
2014,58540
2015,58582
2016,58550
2017,56423
2018,54982
2019,54384
2020,53588
2021,53868
1950,347077
1951,354795
1952,368516
1953,373221
1954,377901
1955,387930
1956,396525
1957,408235
1958,415239
1959,423133
1960,431476
1961,445669
1962,445686
1963,446547
1964,440254
1965,434844
1966,439274
1967,447993
1968,463363
1969,476191
1970,486689
1971,513089
1972,507351
1973,488185
1974,477336
1975,464588
1976,460015
1977,459821
1978,456262
1979,457897
1980,460686
1981,472887
1982,480012
1983,487429
1984,485285
1985,500153
1986,501317
1987,507416
1988,515413
1989,523562
1990,539733
1991,538217
1992,547889
1993,549102
1994,549185
1995,550437
1996,552803
1997,555698
1998,557463
1999,564394
2000,570026
2001,571481
2002,578143
2003,585252
2004,594568
2005,608049
2006,621621
2007,648940
2008,663498
2009,665213
2010,673568
2011,674887
2012,684448
2013,683758
2014,679089
2015,689408
2016,693543
2017,698565
2018,705220
2019,697137
2020,690029
2021,692927
1950,24647
1951,25007
1952,25351
1953,25735
1954,26121
1955,26527
1956,26955
1957,27428
1958,27894
1959,28396
1960,28893
1961,29296
1962,29692
1963,30105
1964,30531
1965,30939
1966,31373
1967,31826
1968,32351
1969,32912
1970,33573
1971,34394
1972,35406
1973,36617
1974,38024
1975,40479
1976,42862
1977,45475
1978,48108
1979,50984
1980,53979
1981,56911
1982,59735
1983,62183
1984,64184
1985,65957
1986,66376
1987,66438
1988,66331
1989,65864
1990,65411
1991,64968
1992,64174
1993,63502
1994,62669
1995,61367
1996,60966
1997,60495
1998,60185
1999,59876
2000,58354
2001,57310
2002,56218
2003,55495
2004,54876
2005,53764
2006,53009
2007,53495
2008,56034
2009,60145
2010,64416
2011,69578
2012,74735
2013,80629
2014,84830
2015,87985
2016,90334
2017,92131
2018,91717
2019,89872
2020,86916
2021,83496
1950,1647739
1951,1686378
1952,1727288
1953,1768524
1954,1810574
1955,1853944
1956,1900510
1957,1948801
1958,1999584
1959,2049554
1960,2102786
1961,2157005
1962,2201790
1963,2247761
1964,2293167
1965,2340733
1966,2388085
1967,2438389
1968,2483692
1969,2524648
1970,2584996
1971,2648206
1972,2712779
1973,2785335
1974,2853960
1975,2931237
1976,3015342
1977,3116181
1978,3223019
1979,3337688
1980,3487787
1981,3700274
1982,3903191
1983,4067866
1984,4188904
1985,4291612
1986,4453073
1987,4602418
1988,4749506
1989,4877528
1990,4979805
1991,5070548
1992,5146942
1993,5116844
1994,5188381
1995,5214150
1996,5283367
1997,5323160
1998,5391873
1999,5457820
2000,5503880
2001,5621718
2002,5707878
2003,5705869
2004,5728041
2005,5741665
2006,5780328
2007,5939254
2008,6026112
2009,6126953
2010,6251649
2011,6344791
2012,6416601
2013,6432644
2014,6374716
2015,6297466
2016,6291208
2017,6289965
2018,6302081
2019,6330933
2020,6362705
2021,6374741
1950,324
1951,311
1952,309
1953,313
1954,324
1955,339
1956,355
1957,370
1958,387
1959,398
1960,401
1961,401
1962,398
1963,392
1964,386
1965,378
1966,373
1967,370
1968,377
1969,382
1970,382
1971,379
1972,372
1973,362
1974,352
1975,344
1976,333
1977,317
1978,299
1979,287
1980,276
1981,271
1982,281
1983,291
1984,299
1985,303
1986,309
1987,316
1988,322
1989,330
1990,339
1991,337
1992,347
1993,362
1994,364
1995,357
1996,340
1997,317
1998,294
1999,282
2000,270
2001,275
2002,277
2003,279
2004,279
2005,280
2006,275
2007,271
2008,268
2009,265
2010,262
2011,260
2012,259
2013,258
2014,252
2015,240
2016,245
2017,237
2018,275
2019,279
2020,277
2021,273
1950,46047
1951,46692
1952,47316
1953,48041
1954,48862
1955,49719
1956,50618
1957,51563
1958,52551
1959,53593
1960,54566
1961,55525
1962,56553
1963,57459
1964,58287
1965,58732
1966,58787
1967,58369
1968,57399
1969,56516
1970,56079
1971,56337
1972,57426
1973,58993
1974,60650
1975,62315
1976,63881
1977,65139
1978,66327
1979,67633
1980,69144
1981,70804
1982,72646
1983,74735
1984,77566
1985,80569
1986,82105
1987,84487
1988,90177
1989,93835
1990,97790
1991,101556
1992,105305
1993,107858
1994,110086
1995,112057
1996,113644
1997,115215
1998,117858
1999,119571
2000,120965
2001,122380
2002,123287
2003,122824
2004,124062
2005,125005
2006,125496
2007,125407
2008,127841
2009,130738
2010,135156
2011,136931
2012,138097
2013,139711
2014,142747
2015,147200
2016,147006
2017,145989
2018,145148
2019,145039
2020,144740
2021,145128
1950,35032
1951,36047
1952,37142
1953,38244
1954,39216
1955,40343
1956,41422
1957,42661
1958,43849
1959,45219
1960,46659
1961,48181
1962,49712
1963,51160
1964,52221
1965,53139
1966,54138
1967,54872
1968,55523
1969,56085
1970,56574
1971,57183
1972,57582
1973,57595
1974,57722
1975,57793
1976,57809
1977,57971
1978,58244
1979,58863
1980,59708
1981,60783
1982,61818
1983,63046
1984,63562
1985,63898
1986,64445
1987,64805
1988,65249
1989,65889
1990,66241
1991,65626
1992,66030
1993,66468
1994,66987
1995,67615
1996,68305
1997,68964
1998,69618
1999,70189
2000,70627
2001,71169
2002,71596
2003,72150
2004,73561
2005,73788
2006,73958
2007,74740
2008,75663
2009,76120
2010,76646
2011,78206
2012,79288
2013,79271
2014,79497
2015,79495
2016,79220
2017,79014
2018,78255
2019,77044
2020,76898
2021,76933
1950,69967
1951,72333
1952,74389
1953,76692
1954,78230
1955,80258
1956,81913
1957,83785
1958,85504
1959,86925
1960,88848
1961,90699
1962,92950
1963,94671
1964,96799
1965,98732
1966,100999
1967,102988
1968,105096
1969,107204
1970,109078
1971,110767
1972,112261
1973,112787
1974,113182
1975,113623
1976,114329
1977,114983
1978,115503
1979,116002
1980,116896
1981,118570
1982,120746
1983,123705
1984,126339
1985,129019
1986,131640
1987,134294
1988,136944
1989,139496
1990,141890
1991,144308
1992,148151
1993,152903
1994,157067
1995,161074
1996,166247
1997,171613
1998,177028
1999,182601
2000,187444
2001,192565
2002,197748
2003,202668
2004,206340
2005,210543
2006,214381
2007,218018
2008,222227
2009,225708
2010,230148
2011,233837
2012,236690
2013,239637
2014,242361
2015,244235
2016,246159
2017,247721
2018,250029
2019,251340
2020,253329
2021,253720
1950,67569
1951,68675
1952,69782
1953,70888
1954,71983
1955,73042
1956,74170
1957,75394
1958,76682
1959,78094
1960,79616
1961,81309
1962,83041
1963,84906
1964,86132
1965,87044
1966,87464
1967,87619
1968,87810
1969,88130
1970,88592
1971,88875
1972,89640
1973,91053
1974,92824
1975,94820
1976,96958
1977,99767
1978,102247
1979,106285
1980,110635
1981,115656
1982,118987
1983,122574
1984,125894
1985,128975
1986,131210
1987,133644
1988,135939
1989,137403
1990,139188
1991,140532
1992,141391
1993,142068
1994,142678
1995,142854
1996,142757
1997,142381
1998,141599
1999,140614
2000,139425
2001,137632
2002,135747
2003,133956
2004,132884
2005,132204
2006,131935
2007,131626
2008,131433
2009,131167
2010,130699
2011,130690
2012,130920
2013,133838
2014,136658
2015,138768
2016,139710
2017,139763
2018,139766
2019,139138
2020,138721
2021,138365
1950,369883
1951,380036
1952,390719
1953,401513
1954,411895
1955,422743
1956,433798
1957,444611
1958,455810
1959,465983
1960,477052
1961,488325
1962,498964
1963,509073
1964,519633
1965,529467
1966,539195
1967,549413
1968,557723
1969,567050
1970,575633
1971,583674
1972,591442
1973,598390
1974,604729
1975,610144
1976,616447
1977,622422
1978,628083
1979,634269
1980,639400
1981,644907
1982,651130
1983,658243
1984,664827
1985,671702
1986,677305
1987,680623
1988,684250
1989,684417
1990,683729
1991,681852
1992,675715
1993,670623
1994,664664
1995,658451
1996,652148
1997,646054
1998,640417
1999,636064
2000,633322
2001,620232
2002,616261
2003,615508
2004,623674
2005,631197
2006,634801
2007,632563
2008,626301
2009,623635
2010,617632
2011,613180
2012,602813
2013,592938
2014,584699
2015,577568
2016,575208
2017,576461
2018,579697
2019,591025
2020,593207
2021,593523
1950,917641
1951,945938
1952,977037
1953,1011099
1954,1047871
1955,1088078
1956,1131399
1957,1177597
1958,1226198
1959,1275427
1960,1328281
1961,1356590
1962,1379426
1963,1400463
1964,1419988
1965,1438545
1966,1452053
1967,1463292
1968,1476426
1969,1496585
1970,1520072
1971,1542235
1972,1554093
1973,1561027
1974,1575892
1975,1596502
1976,1631185
1977,1687922
1978,1747822
1979,1781056
1980,1802407
1981,1815603
1982,1854265
1983,1894102
1984,1910510
1985,1915711
1986,1923543
1987,1964998
1988,2002466
1989,2008401
1990,2050725
1991,2095270
1992,2116043
1993,2124749
1994,2136887
1995,2169272
1996,2176874
1997,2193786
1998,2218639
1999,2236538
2000,2244864
2001,2299567
2002,2311516
2003,2324514
2004,2326503
2005,2333817
2006,2370246
2007,2386243
2008,2407922
2009,2433602
2010,2416792
2011,2352912
2012,2399459
2013,2423855
2014,2417178
2015,2395675
2016,2394064
2017,2418897
2018,2437103
2019,2456896
2020,2473218
2021,2485008
1950,764646
1951,785323
1952,778944
1953,775798
1954,774770
1955,785068
1956,772896
1957,780322
1958,748635
1959,720679
1960,670178
1961,627827
1962,598615
1963,584785
1964,557738
1965,539188
1966,519760
1967,512767
1968,515451
1969,525965
1970,543651
1971,564230
1972,580812
1973,604028
1974,626528
1975,649643
1976,674173
1977,667461
1978,669205
1979,687018
1980,688921
1981,675513
1982,697601
1983,715649
1984,697376
1985,676174
1986,634617
1987,605377
1988,586659
1989,557496
1990,543617
1991,544639
1992,513646
1993,488797
1994,476978
1995,433108
1996,424307
1997,407459
1998,392641
1999,377774
2000,379791
2001,374203
2002,360316
2003,356940
2004,361274
2005,369184
2006,380669
2007,393056
2008,416586
2009,420179
2010,422613
2011,400024
2012,395663
2013,380533
2014,385896
2015,379211
2016,390297
2017,407670
2018,399342
2019,382527
2020,372990
2021,363427
1950,205583
1951,209973
1952,213015
1953,204262
1954,199877
1955,211221
1956,204619
1957,213016
1958,214181
1959,214795
1960,215138
1961,217794
1962,218298
1963,209895
1964,212857
1965,206530
1966,203837
1967,200981
1968,195796
1969,192500
1970,183309
1971,180542
1972,175541
1973,172567
1974,171879
1975,179355
1976,187399
1977,181331
1978,167773
1979,160726
1980,157908
1981,151846
1982,149783
1983,143312
1984,140464
1985,128666
1986,124537
1987,121591
1988,120783
1989,118131
1990,116745
1991,116724
1992,115044
1993,113524
1994,109200
1995,107134
1996,110066
1997,112422
1998,113200
1999,115779
2000,119128
2001,112935
2002,113599
2003,112043
2004,109322
2005,109248
2006,105203
2007,102491
2008,104021
2009,99721
2010,100988
2011,96555
2012,89960
2013,83058
2014,82476
2015,85275
2016,86863
2017,86042
2018,86504
2019,85439
2020,82935
2021,80480
1950,87951
1951,87498
1952,85096
1953,83170
1954,83747
1955,85104
1956,83547
1957,80867
1958,80846
1959,79099
1960,79890
1961,77381
1962,77635
1963,83368
1964,78901
1965,80160
1966,77399
